,eCO2-1,eCO2-2,eCO2-3,eCO2-4,eCO2-5,eCO2-6,Abundance,Type,phylum,class,order,family,genus,species,
PASV2428,0.000275244,0,0,0,0.000589808,0.000589808,0.000242477,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp.,
PASV518,0.000157282,0.000432526,0.000393205,0,7.86E-05,0.000275244,0.00022281,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV653,0.000629129,0.000668449,0,0,0.000511167,0.000393205,0.000366992,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2432,0.000353885,0,0,0.000157282,0.000865052,0,0.00022937,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_americanum,
PASV3237,0,0,0,0,0,0.001730104,0.000288351,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_fredii,
PASV4093,0.001258257,0,0,0.000865052,0,0,0.000353885,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV8748,0,0.003263605,0,0,0,0,0.000543934,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV3258,0.000589808,0,0.000471846,0,0.000550488,0.000786411,0.000399759,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV997,0,0,0.000432526,0.000353885,0,0.000393205,0.000196603,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV516,0,0,0,0,0,0.001218937,0.000203156,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV570,0.000393205,0.000235923,0.000275244,0.000629129,0,0,0.000255584,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV935,0.000314564,0.000353885,0.000943693,0,0.000511167,0.000314564,0.000406312,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV801,0,0.000511167,0,0.00070777,0,0,0.000203156,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV1503,0,0.000314564,0.000432526,0.000275244,0.000235923,0,0.00020971,phoD,p__Actinobacteria_d__Bacteria,c__Actinobacteria_p__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Saccharomonospora,s__Saccharomonospora_viridis,
PASV636,0.000117962,0.000117962,0.000196603,0.000471846,0.000235923,0.000314564,0.000242477,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV733,0,0,3.93E-05,0.000314564,0.000117962,0.000943693,0.00023592,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_erythrophlei,
PASV724,0.000353885,0,0.000275244,0.000275244,0.000314564,0.000196603,0.000235923,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV1305,0.000314564,0.001966027,0,0,0.000196603,0,0.000412866,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV909,0.000629129,0,0,0.000314564,0.000589808,0.000432526,0.000327671,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_fredii,
PASV4909,0.000786411,0.000275244,0.000432526,0.00070777,0.000353885,0.000353885,0.000484954,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV7043,0.000314564,0.001572822,0,0.000825731,0,0,0.000452186,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV791,0.000314564,0.000825731,0,0,0,0,0.000190049,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2390,0,0,0.001218937,0,0,0,0.000203156,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._SK17,
PASV6371,0,0,0,0,0.002083989,0,0.000347332,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_lablabi,
PASV771,0,0,0,0,0,0.001022334,0.000170389,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4822,0,0.000157282,0,0,0,0.000983014,0.000190049,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_erythrophlei,
PASV2406,0,0,0,0.001218937,0,0.000471846,0.000281797,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia_sp._GAS231,
PASV728,0,0.000471846,0,0.000511167,0,0.00070777,0.000281797,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV409,0.000196603,0.000904372,0,0,0,0,0.000183496,phoD,p__Actinobacteria_d__Bacteria,c__Actinobacteria_p__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,s__Micromonospora_krabiensis,
PASV7513,0,0.001140296,0.001376219,0,0,0,0.000419419,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4141,0.000393205,0,0,0.000825731,0,0.000629129,0.000308011,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2503,0,0.00145486,0,0,0,0.00070777,0.000360438,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4835,0,0.000314564,0,0,0,0.000786411,0.000183496,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV3295,0,0.000589808,0,0.000983014,0.000353885,0,0.000321118,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_fredii,
PASV1423,0.000511167,0,0,0,0.000314564,0.000668449,0.00024903,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV713,0.000353885,0,0.000196603,0.000157282,0.000314564,0,0.000170389,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2780,0.000550488,0.000314564,0,0.000432526,0.00070777,0,0.000334225,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV541,0,0,0.000904372,0,0.000353885,0,0.00020971,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV758,0,0,0,0,0.000432526,0.000629129,0.000176943,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2418,0,0.000432526,0.000825731,0,0,0,0.00020971,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4105,0,0,0,0,0.000393205,0.000825731,0.000203156,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2465,0.000393205,0,0,0.000196603,0.000353885,0.000157282,0.000183496,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2528,0,0,0.000353885,0.000353885,0.000314564,0,0.000170389,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV6383,0,0.001494181,0,0,0.000511167,0,0.000334225,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV832,0,0,0.000275244,0,0.000314564,0.00070777,0.000216263,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_sp._CCBAU_05631,
PASV1047,0.000314564,0.000275244,0.000393205,0.000471846,0,0,0.000242477,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4081,0,0.00074709,0,0.000353885,0,0,0.000183496,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV3298,0,0.000786411,0,0.000865052,0,0,0.000275244,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._SK17,
PASV606,0.000825731,0,0,7.86E-05,0,0.000117962,0.000170382,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4825,0,0,0,0,0.000668449,0.000786411,0.000242477,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._SK17,
PASV2239,0.000157282,0,0,0.001100975,3.93E-05,0,0.00021626,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV760,0,0.000196603,0.000235923,0,0.000275244,0.000432526,0.000190049,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV5594,0,0.001297578,0,0,0,0,0.000216263,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._CCGE-LA001,
PASV1091,0.000353885,0.000314564,0,0,0,0.000471846,0.000190049,phoD,p__Actinobacteria_d__Bacteria,c__Actinobacteria_p__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia_brasiliensis,
PASV6372,0,0,0,0,0.001415539,0,0.000235923,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2515,0.000629129,0,0,0.000235923,0,0.000393205,0.00020971,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Aurantimonadaceae,g__Aurantimonas,s__Aurantimonas_coralicida,
PASV826,0,0.000471846,0,0.000196603,0.000235923,0.000353885,0.00020971,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2637,0,0.000432526,0,0.001336898,0,0,0.000294904,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV3468,0.000314564,0.000275244,0,0.000275244,0.000157282,0.000157282,0.000196603,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_erythrophlei,
PASV931,0.000314564,0.000196603,0.000157282,0.000235923,0.000275244,0,0.000196603,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_erythrophlei,
PASV6375,0.000117962,0,0.000668449,0,0.000865052,0,0.000275244,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2424,0.00070777,0,0.000471846,0,0,0,0.000196603,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV1434,0,0.000235923,0.000589808,0.000196603,0.000589808,0,0.00026869,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV7512,0,0,0.001848065,0,0,0,0.000308011,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV9261,0,0,0,0.001572822,0,0,0.000262137,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV3302,0,0,0,0.000235923,0.000393205,0.000393205,0.000170389,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV3256,0,0,0.000550488,0,0.000511167,0,0.000176943,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4883,0,0.00074709,0,0,0.000196603,0.000235923,0.000196603,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV3515,0.000393205,0,0.000275244,0.000275244,0.000157282,0,0.000183496,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4837,0,0,0.000314564,0,0.000353885,0.00070777,0.00022937,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense,
PASV4840,0.000983014,0,0,0,0,0.000668449,0.000275244,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_lablabi,
PASV8769,0,0.000393205,0,0.001179616,0,0,0.000262137,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV1977,0,0,0.000275244,0.000511167,0.000471846,0.000117962,0.00022937,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV8749,0,0.001415539,0,0,0,0,0.000235923,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV6376,0,0.000393205,0,0,0.000786411,0,0.000196603,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2175,0.000629129,7.86E-05,0,0.000235923,0.000157282,0.000117962,0.000203149,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2733,0,0,0,0,7.86E-05,0.001297578,0.000229363,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_japonicum,
PASV8074,0.000668449,0,0,0.000825731,0,0,0.00024903,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV8062,0.001612142,0,0,0,0,0,0.00026869,phoD,p__Actinobacteria_d__Bacteria,c__Actinobacteria_p__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Saccharomonospora,s__Saccharomonospora_viridis,
PASV7054,0.00070777,0.000550488,0,0,0,0,0.00020971,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV3402,0,0,0,0.001061655,0,0,0.000176943,phoD,p__Actinobacteria_d__Bacteria,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__Rubrobacter,s__Rubrobacter_radiotolerans,
PASV7514,0,0,0.001061655,0,0,0,0.000176943,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4838,0,0,0.000511167,0,0,0.000668449,0.000196603,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV1595,0.000196603,0.000511167,0,0.000314564,0,0,0.000170389,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV9262,0,0,0,0.001179616,0,0,0.000196603,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4818,0,0,0,0,0,0.001179616,0.000196603,phoD,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__Lysobacter_antibioticus,
PASV7521,0,0.000629129,0.00070777,0,0,0,0.000222817,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV9263,0,0,0,0.001022334,0,0,0.000170389,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV7519,0.000353885,0,0.000983014,0,0,0,0.000222817,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4860,0,0,0,0,0.000589808,0.000432526,0.000170389,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium_opportunistum,
PASV7515,0,0,0.001179616,0,0,0,0.000196603,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV8773,0,0.000471846,0,0.00070777,0,0,0.000196603,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV8751,0,0.001061655,0,0,0,0,0.000176943,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
